2024-09-22 13:22:45,563 [test] >> Dataset : 0922_basic_food_adjusted_mean , Augment : original
2024-09-22 13:22:45,563 [test] >> Namespace(batch_size=5000, csv_filename='0922_basic_food_adjusted_mean', cuda=True, devices=[0], dropout=0.5, epochs=200, focal=False, focal_weight=1.5, l1_lambda=0.01, lr=0.01, no_cuda=False, oversampling=False, seed=42, undersampling=False, weight_decay=0.01)
2024-09-22 13:22:45,567 [test] >> Oversamplilng : False, Undersampling : False
2024-09-22 13:22:45,567 [test] >> Model archi : 36 - 64 - 64 - 1
2024-09-22 13:22:46,233 [test] >> Train results ==> epoch : 0001, loss_train: 2.7131, acc_train: 0.6641, loss_val: 0.6435, acc_val: 0.9930, time: 0.6659s
2024-09-22 13:22:46,956 [test] >> Train results ==> epoch : 0002, loss_train: 2.0858, acc_train: 0.8762, loss_val: 0.4235, acc_val: 0.9930, time: 0.7228s
2024-09-22 13:22:47,649 [test] >> Train results ==> epoch : 0003, loss_train: 1.6055, acc_train: 0.9760, loss_val: 0.1616, acc_val: 0.9930, time: 0.6933s
2024-09-22 13:22:48,330 [test] >> Train results ==> epoch : 0004, loss_train: 1.2754, acc_train: 0.9844, loss_val: 0.0643, acc_val: 0.9930, time: 0.6805s
2024-09-22 13:22:49,078 [test] >> Train results ==> epoch : 0005, loss_train: 1.0731, acc_train: 0.9950, loss_val: 0.0530, acc_val: 0.9930, time: 0.7479s
2024-09-22 13:22:49,757 [test] >> Train results ==> epoch : 0006, loss_train: 0.9160, acc_train: 0.9943, loss_val: 0.0608, acc_val: 0.9930, time: 0.6779s
2024-09-22 13:22:50,504 [test] >> Train results ==> epoch : 0007, loss_train: 0.7693, acc_train: 0.9908, loss_val: 0.0731, acc_val: 0.9930, time: 0.7477s
2024-09-22 13:22:51,198 [test] >> Train results ==> epoch : 0008, loss_train: 0.6333, acc_train: 0.9873, loss_val: 0.0749, acc_val: 0.9930, time: 0.6932s
2024-09-22 13:22:51,888 [test] >> Train results ==> epoch : 0009, loss_train: 0.5085, acc_train: 0.9851, loss_val: 0.0675, acc_val: 0.9930, time: 0.6899s
2024-09-22 13:22:52,645 [test] >> Train results ==> epoch : 0010, loss_train: 0.3667, acc_train: 0.9936, loss_val: 0.0716, acc_val: 0.9930, time: 0.7561s
2024-09-22 13:22:53,338 [test] >> Train results ==> epoch : 0011, loss_train: 0.3506, acc_train: 0.9887, loss_val: 0.0681, acc_val: 0.9930, time: 0.6933s
2024-09-22 13:22:54,092 [test] >> Train results ==> epoch : 0012, loss_train: 0.3097, acc_train: 0.9915, loss_val: 0.0671, acc_val: 0.9930, time: 0.7540s
2024-09-22 13:22:54,759 [test] >> Train results ==> epoch : 0013, loss_train: 0.2981, acc_train: 0.9929, loss_val: 0.0659, acc_val: 0.9930, time: 0.6666s
2024-09-22 13:22:55,438 [test] >> Train results ==> epoch : 0014, loss_train: 0.2956, acc_train: 0.9915, loss_val: 0.0641, acc_val: 0.9930, time: 0.6782s
2024-09-22 13:22:56,181 [test] >> Train results ==> epoch : 0015, loss_train: 0.2796, acc_train: 0.9936, loss_val: 0.0631, acc_val: 0.9930, time: 0.7427s
2024-09-22 13:22:56,868 [test] >> Train results ==> epoch : 0016, loss_train: 0.2701, acc_train: 0.9950, loss_val: 0.0622, acc_val: 0.9930, time: 0.6866s
2024-09-22 13:22:57,599 [test] >> Train results ==> epoch : 0017, loss_train: 0.2922, acc_train: 0.9873, loss_val: 0.0615, acc_val: 0.9930, time: 0.7313s
2024-09-22 13:22:58,275 [test] >> Train results ==> epoch : 0018, loss_train: 0.2516, acc_train: 0.9958, loss_val: 0.0605, acc_val: 0.9930, time: 0.6759s
