2024-09-29 12:22:14,162 [test] >> dataset 크기 : (1050, 36), (1050,)
2024-09-29 12:22:16,369 [test] >> Dataset : 0922_basic_food_mean , Augment : undersampling
2024-09-29 12:22:16,370 [test] >> Namespace(batch_size=5000, csv_filename='0922_basic_food_mean', cuda=True, devices=[0], dropout=0.5, epochs=200, focal=False, focal_weight=1.5, l1_lambda=0.01, lr=0.01, n_splits=10, no_cuda=False, oversampling=False, seed=63, undersampling=True, weight_decay=0.01)
2024-09-29 12:22:16,370 [test] >> Oversamplilng : False, Undersampling : True
2024-09-29 12:22:16,370 [test] >> Training with hidden layers 64 and 16
2024-09-29 12:22:16,371 [test] >> Fold 1
2024-09-29 12:22:16,374 [test] >> Train : torch.Size([945, 36]), Test : torch.Size([105, 36])
2024-09-29 12:22:17,071 [test] >> Train results ==> epoch : 0001, loss_train: 4.2395, acc_train: 0.4963, loss_val: 0.7157, acc_val: 0.4000, time: 0.6959s
2024-09-29 12:22:17,088 [test] >> Train results ==> epoch : 0002, loss_train: 3.8997, acc_train: 0.5693, loss_val: 0.7083, acc_val: 0.4000, time: 0.0159s
2024-09-29 12:22:17,102 [test] >> Train results ==> epoch : 0003, loss_train: 3.5620, acc_train: 0.6582, loss_val: 0.7035, acc_val: 0.4000, time: 0.0139s
2024-09-29 12:22:17,116 [test] >> Train results ==> epoch : 0004, loss_train: 3.2895, acc_train: 0.7143, loss_val: 0.6996, acc_val: 0.4000, time: 0.0136s
2024-09-29 12:22:17,129 [test] >> Train results ==> epoch : 0005, loss_train: 3.0579, acc_train: 0.7450, loss_val: 0.6951, acc_val: 0.4000, time: 0.0135s
2024-09-29 12:22:17,143 [test] >> Train results ==> epoch : 0006, loss_train: 2.8434, acc_train: 0.7513, loss_val: 0.6903, acc_val: 0.4095, time: 0.0136s
2024-09-29 12:22:17,156 [test] >> Train results ==> epoch : 0007, loss_train: 2.6353, acc_train: 0.7735, loss_val: 0.6863, acc_val: 0.4190, time: 0.0133s
2024-09-29 12:22:17,170 [test] >> Train results ==> epoch : 0008, loss_train: 2.4463, acc_train: 0.7862, loss_val: 0.6830, acc_val: 0.4286, time: 0.0135s
2024-09-29 12:22:17,184 [test] >> Train results ==> epoch : 0009, loss_train: 2.2869, acc_train: 0.7841, loss_val: 0.6799, acc_val: 0.5143, time: 0.0134s
2024-09-29 12:22:17,197 [test] >> Train results ==> epoch : 0010, loss_train: 2.1301, acc_train: 0.8053, loss_val: 0.6775, acc_val: 0.5714, time: 0.0134s
2024-09-29 12:22:17,211 [test] >> Train results ==> epoch : 0011, loss_train: 2.0062, acc_train: 0.8159, loss_val: 0.6759, acc_val: 0.5905, time: 0.0134s
